dataset,tissue,marker,manual annotation,manual CLname,manual CLID,manual broadtype,DeepSeek-R1 annotation,DeepSeek-R1 broadtype,DeepSeek-R1 BLEU-1,DeepSeek-R1 BLEU-2,DeepSeek-R1 BLEU-avg,DeepSeek-R1 broadtype BLEU-avg,DeepSeek-R1 BLEU-avg-final,DeepSeek-V3 annotation,DeepSeek-V3 broadtype,DeepSeek-V3 BLEU-1,DeepSeek-V3 BLEU-2,DeepSeek-V3 BLEU-avg,DeepSeek-V3 broadtype BLEU-avg,DeepSeek-V3 BLEU-avg-final,DeepSeek-R1-RAG annotation,DeepSeek-R1-RAG broadtype,DeepSeek-R1-RAG BLEU-1,DeepSeek-R1-RAG BLEU-2,DeepSeek-R1-RAG BLEU-avg,DeepSeek-R1-RAG broadtype BLEU-avg,DeepSeek-R1-RAG BLEU-avg-final,DeepSeek-V3-RAG annotation,DeepSeek-V3-RAG broadtype,DeepSeek-V3-RAG BLEU-1,DeepSeek-V3-RAG BLEU-2,DeepSeek-V3-RAG BLEU-avg,DeepSeek-V3-RAG broadtype BLEU-avg,DeepSeek-V3-RAG BLEU-avg-final,DeepSeek-R1-KG-Graph-RAG annotation,DeepSeek-R1-KG-Graph-RAG broadtype,DeepSeek-R1-KG-Graph-RAG BLEU-1,DeepSeek-R1-KG-Graph-RAG BLEU-2,DeepSeek-R1-KG-Graph-RAG BLEU-avg,DeepSeek-R1-KG-Graph-RAG broadtype BLEU-avg,DeepSeek-R1-KG-Graph-RAG BLEU-avg-final,DeepSeek-V3-KG-Graph-RAG annotation,DeepSeek-V3-KG-Graph-RAG broadtype,DeepSeek-V3-KG-Graph-RAG BLEU-1,DeepSeek-V3-KG-Graph-RAG BLEU-2,DeepSeek-V3-KG-Graph-RAG BLEU-avg,DeepSeek-V3-KG-Graph-RAG broadtype BLEU-avg,DeepSeek-V3-KG-Graph-RAG BLEU-avg-final
TS,Prostate,"CRISP3,GSTM1,ZNF883,AP002381.2,C15orf48,UBAC2-AS1,LINC01085,LINC02387,TMEM253,CLDN2",sperm,sperm,CL:0000019,germ cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TS,Prostate,"TPSB2,TPSAB1,CPA3,MS4A2,AL157895.1,CDK15,SIGLEC6,TPSD1,TLDC2,HDC",mast cell,mast cell,CL:0000097,granulocyte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TS,Salivary Gland,"AC006518.7,AQP5,AMY2B,S100A1,PRR4,LPO,PIP,FAM3D,TESC,PRB4",acinar cell of salivary gland,acinar cell of salivary gland,CL:0002623,epithelial cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TS,Salivary Gland,"IGHM,IGHD,AL139020.1,CD79A,MS4A1,CD37,HLA-DRA,HLA-DQB1,CD79B,CD52",naive b cell,naive B cell,CL:0000788,b cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TS,Salivary Gland,"MS4A1,CD79A,BANK1,HLA-DRA,CD52,TNFRSF13C,CD37,HLA-DQB1,CD74,HLA-DPB1",memory b cell,memory B cell,CL:0000787,b cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TS,Salivary Gland,"IL7R,TRAC,BCL11B,CD3D,TCF7,CD3G,CD3E,TRBC2,CCR7,FYB1",cd4-positive helper t cell,CD4-positive helper T cell,CL:0000492,t/nk cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TS,Salivary Gland,"ACTA2,MYH11,LMOD1,CSRP2,NOTCH3,PPP1R14A,MYLK,SYNPO2,PLN,RERGL",pericyte cell,pericyte,CL:0000669,pericyte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TS,Salivary Gland,"NKG7,GNLY,GZMA,CCL5,CST7,HCST,KLRD1,CTSW,PRF1,GZMK",nk cell,natural killer cell,CL:0000623,t/nk cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TS,Salivary Gland,"DCN,COL6A3,APOD,CXCL14,ADH1B,SPARCL1,CFD,C1S,COL4A1,LAMA2",fibroblast,fibroblast,CL:0000057,fibroblast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TS,Salivary Gland,"VWF,PECAM1,SELE,AQP1,MMRN1,ACKR1,TFPI,POSTN,PLVAP,CLDN5",endothelial cell of lymphatic vessel,endothelial cell of lymphatic vessel,CL:0002138,endothelial cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TS,Salivary Gland,"PLA2G2A,DCN,IGFBP6,MFAP5,IGFBP5,GPX3,TIMP3,CILP,ADH1B,FBLN1",adventitial cell,adventitial cell,CL:0002503,adventitial cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TS,Salivary Gland,"MKI67,PCLAF,TYMS,TOP2A,RRM2,BIRC5,TPX2,MYBL2,CLSPN,ASPM",b cell,B cell,CL:0000236,b cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TS,Salivary Gland,"VWF,IFI27,PECAM1,EPAS1,FLT1,A2M,AQP1,CAV1,PTPRB,CLEC14A",endothelial cell,endothelial cell,CL:0000115,endothelial cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TS,Salivary Gland,"CD163,TYROBP,S100A8,AIF1,MS4A6A,MRC1,FCER1G,VSIG4,CPM,MAFB",monocyte,monocyte,CL:0000576,macrophage/monocyte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TS,Salivary Gland,"JCHAIN,IGHA2,MZB1,DERL3,SPAG4,CYTOR,FCRL5,CD27,SLAMF7,TNFRSF17",plasma cell,plasma cell,CL:0000786,b cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TS,Salivary Gland,"LCN2,KRT19,TFCP2L1,ANKRD36C,WFDC2,ELF3,TCN1,MUC7,EHF,KRT7",duct epithelial cell,duct epithelial cell,CL:0000068,epithelial cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TS,Salivary Gland,"KRT17,S100A2,KRT14,MIR205HG,LAMB3,KRT5,TFCP2L1,DEFB1,KRT19,CLDN1",basal cell,basal cell,CL:0000646,stem cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TS,Salivary Gland,"IL7R,CCL5,KLRD1,CCL4,CD2,CD3E,CD69,CD8A,CD3G,PARP8","cd8-positive, alpha-beta t cell","CD8-positive, alpha-beta T cell",CL:0000625,t/nk cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TS,Salivary Gland,"S100A8,IL1R2,S100A12,FPR1,FCGR3B,CSF3R,S100P,CXCR2,VNN2,PROK2",neutrophil,neutrophil,CL:0000775,granulocyte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TS,Salivary Gland,"TMSB4XP8,BX679664.1,RPL21P16,RPL21P28,EEF1A1P5,IL7R,MALAT1,CD8A,CD3D,CD2",t cell,T cell,CL:0000084,t/nk cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TS,Salivary Gland,"ACTA2,MYLK,MYH11,ACTG2,MEG3,KRT5,CNN1,CARMN,NEXN,PPP1R14A",myoepithelial cell,myoepithelial cell,CL:0000185,epithelial cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TS,Salivary Gland,"RPL21P28,TMSB4XP4,RPL21P16,EEF1A1P5,TMSB4XP8,RPL7P1,BX679664.1,AC099560.2,AC090498.1,MTCO2P12","cd4-positive, alpha-beta t cell","CD4-positive, alpha-beta T cell",CL:0000624,t/nk cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TS,Salivary Gland,"CCL3,C1QB,C1QA,CD163,TYROBP,C1QC,SPP1,CCL4,IL1B,CXCL8",macrophage,macrophage,CL:0000235,macrophage/monocyte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TS,Salivary Gland,"CENPF,MKI67,TOP2A,TPX2,ASPM,TYMS,UBE2C,CDK1,CENPE,ANLN",salivary gland cell,salivary gland cell,CL:0009005,salivary gland cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TS,Salivary Gland,"ASCL3,TMPRSS11E,MUC16,TFF3,GPRC6A,DGKI,CLNK,FAM162B,FOXI1,SCNN1B",ionocyte,ionocyte,CL:0005006,epithelial cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TS,Skin,"EREG,RNASE1,C15orf48,IL1B,TLR2,CD163,HLA-DRA,IL1R2,FCER1G,ACSL1",macrophage,macrophage,CL:0000235,macrophage/monocyte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TS,Skin,"DCN,SERPINE2,TNFAIP6,APOD,COL6A2,PTGES,MMP2,AKR1C1,CFD,THBS2",stromal cell,stromal cell,CL:0000499,stromal cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TS,Skin,"CD8A,CXCR4,IL7R,PTPRC,CD8B,CD96,CRYBG1,LEPROTL1,CD3D,CNOT6L","cd8-positive, alpha-beta memory t cell","CD8-positive, alpha-beta memory T cell",CL:0000909,t/nk cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TS,Skin,"LAMP3,AL133259.1,AC007991.4,AC012368.1,CIITA,LINC00310,CD80,AMZ1,IDO1,DAPP1",cd141-positive myeloid dendritic cell,CD141-positive myeloid dendritic cell,CL:0002394,dendritic cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TS,Skin,"CXCR4,PTPRC,CYTIP,ANXA5,CD3E,CD59,BTG1,LEPROTL1,CST3,YBX3",t cell,T cell,CL:0000084,t/nk cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TS,Skin,"KLRB1,CD3E,CXCR4,CD96,PTPRC,CD3D,SPOCK2,CD2,IL7R,JAML",nkt cell,,,t/nk cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TS,Skin,"TPSB2,TPSAB1,CPA3,RGS2,KIT,HDC,HPGD,HPGDS,ADCYAP1,GATA2",mast cell,mast cell,CL:0000097,granulocyte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TS,Skin,"TAGLN,TPM2,CPE,NR2F2,ID4,GJA4,KCNE4,RGS5,ADRA2A,EFHD1",muscle cell,muscle cell,CL:0000187,muscle cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TS,Skin,"GZMA,CD8A,CD3E,CD8B,GZMK,CD7,DUSP2,CXCR4,PTPRC,RPS27","cd8-positive, alpha-beta cytotoxic t cell","CD8-positive, alpha-beta cytotoxic T cell",CL:0000794,t/nk cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TS,Skin,"LAMP3,CD86,VMO1,CCR7,WFDC21P,KYNU,IL1R2,SPI1,SLC6A12,IL4I1",cd1c-positive myeloid dendritic cell,CD1c-positive myeloid dendritic cell,CL:0002399,dendritic cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TS,Skin,"TM4SF1,SERPINE1,IFI27,PLVAP,SPARCL1,ESAM,CALCRL,ADAMTS9,CLDN5,PLS3",endothelial cell,endothelial cell,CL:0000115,endothelial cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TS,Skin,"CD3D,CD2,COTL1,PTPRC,CXCR4,LEPROTL1,FYB1,BCL11B,RPL28,IKZF3","cd4-positive, alpha-beta memory t cell","CD4-positive, alpha-beta memory T cell",CL:0000897,t/nk cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TS,Skin,"KLRB1,CXCR4,XCL1,TMPRSS11E,KLRD1,DUSP2,XCL2,CD96,PTPRC,TNFSF4",nk cell,natural killer cell,CL:0000623,t/nk cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TS,Skin,"GZMK,GZMH,NKG7,GZMA,CD8A,CCL5,SLA2,CD8B,CD3D,CRTAM","naive thymus-derived cd8-positive, alpha-beta t cell","naive thymus-derived CD8-positive, alpha-beta T cell",CL:0000900,t/nk cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TS,Skin,"CCR7,CD3D,SESN3,SELL,SPOCK2,CRYBG1,PDE3B,FYB1,PTPRC,PRKCQ-AS1","naive thymus-derived cd4-positive, alpha-beta t cell","naive thymus-derived CD4-positive, alpha-beta T cell",CL:0000895,t/nk cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TS,Skin,"TYRP1,MLANA,DCT,PMEL,TYR,PCSK2,SLCO4A1-AS1,PLP1,NSG1,BCAN",melanocyte,melanocyte,CL:0000148,melanocyte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TS,Skin,"FOXP3,GPR55,TIGIT,CTLA4,C15orf53,FANK1,IKZF2,AC133644.2,GBP5,LINC01943",regulatory t cell,regulatory T cell,CL:0000815,t/nk cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TS,Skin,"PIP,AZGP1,SCGB1B2P,SCGB1D2,KRT7,TACSTD2,SLC34A2,CLDN4,KRT8,CD24",epithelial cell,epithelial cell,CL:0000066,epithelial cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TS,Skin,"MZB1,IGHA2,DERL3,CD79A,POU2AF1,FCRLA,FCRL5,RASSF6,LINC02384,AL133467.1",plasma cell,plasma cell,CL:0000786,b cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TS,Skin,"CD4,MAL,RTKN2,CTLA4,CD247,TRBC2,CYTIP,TRAC,FYB1,PTPRC",cd4-positive helper t cell,CD4-positive helper T cell,CL:0000492,t/nk cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TS,Skin,"IGKV3-15,IGLV3-21,MS4A1,BX571818.1,COL19A1,BLNK,AL445523.1,IGLV3-10,AL138880.2,BLK",memory b cell,memory B cell,CL:0000787,b cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TS,Skin,"CD207,FCGBP,HLA-DOB,IGLON5,LNCAROD,C11orf86,RASAL1,ELAVL4,PLEK2,RAB7B",langerhans cell,Langerhans cell,CL:0000453,dendritic cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TS,Skin,"IGHG4,AC006369.2,IGHG3,AL928742.1,MS4A1,FCRL1,AC145138.1,BLK,LINC01857,AP002884.3",naive b cell,naive B cell,CL:0000788,b cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TS,Skin,"DES,PCP4,CNN1,ACTG2,AF001548.3,JPH2,SPEG,DGKG,ADCY5,LMOD1",smooth muscle cell,smooth muscle cell,CL:0000192,muscle cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TS,Skin,"DES,PCP4,ACTA1,PNCK,ACTG2,ITGA8,P2RX2,GALNT17,MRVI1,WFDC2",cell of skeletal muscle,cell of skeletal muscle,CL:0000188,muscle cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TS,Small Intestine,"KLRB1,IL7R,RORA,SRGN,ARL4C,ANXA1,TNFAIP3,LINC01871,SYTL3,SAMSN1","cd4-positive, alpha-beta t cell","CD4-positive, alpha-beta T cell",CL:0000624,t/nk cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TS,Small Intestine,"RBP2,FABP1,OLFM4,PHGR1,REG1A,PIGR,CYP3A5,ADIRF,CLDN3,KRT8",enterocyte of epithelium of small intestine,enterocyte of epithelium of small intestine,CL:1000334,absorptive cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TS,Small Intestine,"CD163,C1QC,C5AR1,MRC1,FCER1G,VSIG4,MS4A6A,SDS,MS4A7,STAB1",neutrophil,neutrophil,CL:0000775,granulocyte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TS,Small Intestine,"MKI67,TOP2A,PCLAF,TPX2,BIRC5,ASPM,HMMR,TK1,UBE2C,CCNB2",transit amplifying cell of small intestine,transit amplifying cell of small intestine,CL:0009012,transit amplifying cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TS,Small Intestine,"SPINK4,CLCA1,MUC2,FCGBP,REG4,SCNN1A,ITLN1,ST6GALNAC1,NPDC1,REP15",small intestine goblet cell,small intestine goblet cell,CL:1000495,epithelial cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TS,Small Intestine,"KLRD1,CD8A,CCL4,CD8B,CCL5,NKG7,CCL4L2,GZMB,CD7,CRTAM","cd8-positive, alpha-beta t cell","CD8-positive, alpha-beta T cell",CL:0000625,t/nk cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TS,Small Intestine,"HLA-DRA,CD79A,TNFRSF13C,CD74,LY9,MS4A1,HLA-DPA1,HLA-DPB1,BANK1,CD83",b cell,B cell,CL:0000236,b cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TS,Small Intestine,"CRYAB,CDH19,IGFBP7,SPARCL1,SPP1,NRXN1,SCN7A,PLP1,LGI4,SPARC",monocyte,monocyte,CL:0000576,macrophage/monocyte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TS,Small Intestine,"LYZ,TSPAN8,MUC1,GOLM1,ELF3,CLDN4,KRT8,SLC26A3,KRT19,ADH1C",paneth cell of epithelium of small intestine,paneth cell of epithelium of small intestine,CL:1000343,epithelial cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TS,Small Intestine,"SH2D6,TRPM5,RGS13,PSTPIP2,CCSER1,BMX,ALOX5,ZFHX3,AVIL,HPGDS",intestinal tuft cell,intestinal tuft cell,CL:0019032,epithelial cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TS,Small Intestine,"MZB1,CD27,DERL3,TNFRSF17,PRDX4,SPAG4,SLAMF7,MIR155HG,CD79A,FCRL5",plasma cell,plasma cell,CL:0000786,b cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TS,Small Intestine,"TPSAB1,TPSB2,CPA3,IL1RL1,GATA2,HPGDS,PNMT,RHEX,MS4A2,TYROBP",mast cell,mast cell,CL:0000097,granulocyte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TS,Small Intestine,"DCN,IGFBP5,C11orf96,MGP,CALD1,SPARCL1,IGFBP6,GPX3,IGFBP7,COL6A2",fibroblast,fibroblast,CL:0000057,fibroblast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TS,Small Intestine,"PCSK1N,CHGA,CHGB,SCG5,SCGN,TTR,NEUROD1,MIR7-3HG,CPE,SCG2",intestinal enteroendocrine cell,intestinal enteroendocrine cell,CL:1001516,epithelial cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TS,Small Intestine,"CAV1,CAVIN2,CLDN5,GNG11,VWF,CRIP2,CAVIN1,CLEC14A,MMRN1,EGFL7",gut endothelial cell,gut endothelial cell,CL:0000131,endothelial cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TS,Small Intestine,"CA9,EPHB2,FGFBP1,HAS3,ARSE,AL512274.1,DACH1,HMGCS2,CKMT1B,TNFRSF21",intestinal crypt stem cell of small intestine,intestinal crypt stem cell of small intestine,CL:0009017,stem cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TS,Small Intestine,"SMOC2,CEL,LGR5,RGMB,IGFBPL1,ALDH1B1,CES1,CDCA7,MSI1,NOS2",intestinal crypt stem cell,intestinal crypt stem cell,CL:0002250,stem cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TS,Small Intestine,"MT1G,GSTA1,MT1E,AKR1C3,MT1H,CES2,ADH1C,UGT2B17,TSPAN8,PTGR1",immature enterocyte,vacuolated fetal-type enterocyte,CL:0009067,absorptive cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TS,Small Intestine,"KLK12,NEUROG3,INSM1,RAB26,CA8,HEPACAM2,FRZB,NKX2-2,RASA4,NTN4",goblet cell,goblet cell,CL:0000160,epithelial cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TS,Small Intestine,"MTND1P23,MTCO3P12,MTCO2P2,MTCO1P12,MTCO2P12,MTRNR2L12,MT1H,MTND2P28,MTCO1P40,AP000763.2",mature enterocyte,enterocyte,CL:0000584,absorptive cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TS,Small Intestine,"PGC,MUC6,C6orf58,LIPF,SOD3,FMOD,AQP5,AC139749.1,KCNE2,C16orf89",duodenum glandular cell,duodenum glandular cell,CL:1001589,epithelial cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TS,Spleen,"GZMK,CCL5,CD8A,CD3E,CD3D,IL32,GZMA,CD3G,CD2,CD8B","cd8-positive, alpha-beta memory t cell","CD8-positive, alpha-beta memory T cell",CL:0000909,t/nk cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TS,Spleen,"C1QB,SELENOP,C1QA,C1QC,CD5L,APOE,SLC40A1,MS4A7,APOC1,VCAM1",macrophage,macrophage,CL:0000235,macrophage/monocyte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TS,Spleen,"IL7R,LEF1,MAL,TCF7,BCL11B,CD3E,TRAC,CD3D,SPOCK2,CD3G","naive thymus-derived cd4-positive, alpha-beta t cell","naive thymus-derived CD4-positive, alpha-beta T cell",CL:0000895,t/nk cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TS,Spleen,"LTF,LCN2,OLFM4,RETN,MMP8,PGLYRP1,CEACAM8,CRISP3,CYP4F3,HP",intermediate monocyte,intermediate monocyte,CL:0002393,macrophage/monocyte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TS,Spleen,"IFI27,ITGA1,PCDH17,LIMCH1,TIMP3,CAV1,CAVIN2,NTN4,INSR,CD36",endothelial cell,endothelial cell,CL:0000115,endothelial cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TS,Spleen,"MS4A1,BANK1,CD79A,HLA-DRA,TNFRSF13C,CD22,LINC01781,RALGPS2,BLK,BCL11A",memory b cell,memory B cell,CL:0000787,b cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TS,Spleen,"THBS1,VCAN,LYZ,EREG,CST3,FCN1,CD163,AIF1,TIMP1,MAFB",classical monocyte,classical monocyte,CL:0000860,macrophage/monocyte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TS,Spleen,"FCGR3B,G0S2,CSF3R,S100P,S100A12,AQP9,IL1R2,IL1RN,VNN2,FPR1",neutrophil,neutrophil,CL:0000775,granulocyte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TS,Spleen,"IGHD,AL139020.1,CD79A,IGHM,LINC00926,MS4A1,STAG3,TNFRSF13C,HLA-DQA1,YBX3",naive b cell,naive B cell,CL:0000788,b cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TS,Spleen,"MZB1,JCHAIN,TXNDC5,SEC11C,IGHG1,IGHG2,DERL3,FKBP11,PRDX4,XBP1",plasma cell,plasma cell,CL:0000786,b cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TS,Spleen,"IL7R,CD3E,BCL11B,CD3D,IL32,SPOCK2,TRAC,TCF7,CD2,INPP4B","cd4-positive, alpha-beta memory t cell","CD4-positive, alpha-beta memory T cell",CL:0000897,t/nk cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TS,Spleen,"KLRD1,TRGC2,TRDC,CCL5,CMC1,PIK3R1,CD160,CD3D,CD3E,RGS1",type i nk t cell,type I NK T cell,CL:0000921,t/nk cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TS,Spleen,"GNLY,FGFBP2,GZMB,CCL5,GZMA,CD3G,GZMH,NSG1,IL7R,CD3D","naive thymus-derived cd8-positive, alpha-beta t cell","naive thymus-derived CD8-positive, alpha-beta T cell",CL:0000900,t/nk cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TS,Spleen,"GNLY,GZMB,PRF1,CCL4,NKG7,KLRD1,KLRF1,CLIC3,CCL3,CD7",nk cell,natural killer cell,CL:0000623,t/nk cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TS,Spleen,"KIT,LINC00299,MORC1,PNMT,GAPDHS,TNFSF11,SHD,PDZK1,STAC,DIPK1C",innate lymphoid cell,innate lymphoid cell,CL:0001065,innate lymphoid cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TS,Spleen,"HBA1,HBD,CA1,AHSP,HBM,ALAS2,SLC4A1,SNCA,TRIM58,CA2",erythrocyte,erythrocyte,CL:0000232,erythroid cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TS,Spleen,"FOXP3,CTLA4,RTKN2,AC133644.2,LEF1,CCR4,CD28,IL2RA,MAL,ICOS",regulatory t cell,regulatory T cell,CL:0000815,t/nk cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TS,Spleen,"PF4,ITGA2B,GP9,TREML1,MPIG6B,CMTM5,TMEM40,PF4V1,ITGB3,LTBP1",platelet,platelet,CL:0000233,platelet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TS,Spleen,"PRTN3,DEFA4,MS4A3,MYB,CTSG,RNASE3,PRSS57,CEACAM6,MSRB3,CYTL1",hematopoietic stem cell,hematopoietic stem cell,CL:0000037,stem cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TS,Spleen,"LGALS2,CD1E,CLEC9A,UPK3A,HLA-DPB2,CDH17,IDO2,GLYATL2,IDO1,MYCL",cd141-positive myeloid dendritic cell,CD141-positive myeloid dendritic cell,CL:0002394,dendritic cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
